AirportName,CreateDate,RunwayNumber,RunwayLength,RunwayWidth,RunwaySurface,Designator,Id
FORT YUKON,2008-04-30 14:24:00,03/21,5787,150,Gravel,PFYU,8804
Foscoro,2008-04-30 14:24:00,09/27,1201,60,Turf or Grass,99WI,8805
FOSTORIA METRO,2008-04-30 14:24:00,09/27,4187,100,Asphalt,KFZI,8806
FOUR CORNERS RGNL,2008-04-30 14:24:00,07/25,6687,100,Asphalt,KFMN,8807
Fox Station,2008-04-30 14:24:00,09/27,1851,100,Turf or Grass,78II,8808
Francis J Mellar Field,2008-04-30 14:24:00,02/20,3535,60,Asphalt,W57,8809
FRANCISTOWN,2008-04-30 14:24:00,11/29,7184,98,Asphalt,FBFT,8810
FRANKFORT,2008-04-30 14:24:00,09/27,4191,50,Asphalt,LL40,8811
Frankfurt-main,2008-04-30 14:24:00,18/36,13141,148,Concrete,EDDF,8812
FREDERICK MUNI,2008-04-30 14:24:00,12/30,4550,75,Concrete,KFDR,8813
Fredericks Ranch,2008-04-30 14:24:00,15/33,2402,25,Gravel,44ND,8814
Freeborn County,2008-04-30 14:24:00,17/35,2602,150,Turf or Grass,2MN4,8815
FREMONT CO,2008-04-30 14:24:00,11/29,5391,75,Asphalt,1V6,8816
Fricktal,2008-04-30 14:24:00,07/25,1905,98,Turf or Grass,LSZI,8817
FRONTIER AIRPARK,2008-04-30 14:24:00,15/33,3798,30,Asphalt,WN53,8818
FRY,2008-04-30 14:24:00,03/21,3002,50,Asphalt,0OH8,8819
Fuerstenfeld,2008-04-30 14:24:00,13/31,2297,59,Asphalt,LOGF,8820
Fuller Field,2008-04-30 14:24:00,09/27,2001,125,Turf or Grass,38IN,8821
FUTENMA MCAS,2008-04-30 14:24:00,06/24,9184,150,Asphalt,ROTM,8822
G 227,2008-04-30 14:24:00,12/30,1498,90,Dirt,RK37,8823
G 417,2008-04-30 14:24:00,02/20,1239,60,Dirt,RK34,8824
G 710,2008-04-30 14:24:00,09/27,1241,50,Dirt,RK6D,8825
GABROVNITSA,2008-04-30 14:24:00,11/29,8256,190,Concrete,LB15,8826
GAFSA,2008-04-30 14:24:00,05/23,9557,148,Asphalt,DTTF,8827
Gainer,2008-04-30 14:24:00,01/19,2602,60,Turf or Grass,2OI1,8828
GAINESVILLE MUNI,2008-04-30 14:24:00,08/26,3912,150,Asphalt,KGLE,8829
Galapagos - Isabella,2008-04-30 14:24:00,17/35,4949,98,Asphalt,SEII,8830
Gallers,2008-04-30 14:24:00,09/27,2001,80,Turf or Grass,75MN,8831
GAMAL ABD EL NASSER,2008-04-30 14:24:00,15/33,9868,150,Asphalt,HL67,8832
Garden City Rgnl,2008-04-30 14:24:00,17/35,7311,98,Asphalt,KGCK,8833
Garibaldi Brothers,2008-04-30 14:24:00,06/24,2001,50,Turf or Grass,6Q2,8834
GARNER FLD,2008-04-30 14:24:00,15C/33C,3307,75,Turf or Grass,KUVA,8835
Gasper,2008-04-30 14:24:00,17/35,2602,60,Turf or Grass,MY59,8836
Gastons,2008-04-30 14:24:00,06/24,3202,55,Turf or Grass,3M0,8837
Gawler,2008-04-30 14:24:00,31/13,5103,100,Dirt,YGAW,8838
Geehi,2008-04-30 14:24:00,15/33,1969,100,Turf or Grass,YGEI,8839
Gelfius International,2008-04-30 14:24:00,13/31,1801,70,Turf or Grass,27IS,8840
GENERAL BARTOLOME SALOM INTL,2008-04-30 14:24:00,10/28,6949,145,Asphalt,SVPC,8841
GENERAL DIV P A ANGEL H CORZO MOLINA,2008-04-30 14:24:00,17/35,7103,135,Asphalt,MMTB,8842
GENERAL R FIERRO VILLALOBOS INTL,2008-04-30 14:24:00,18R/36L,7930,75,Asphalt,MMCU,8843
GENERAL ULPIANO PAEZ,2008-04-30 14:24:00,13/31,8007,98,Asphalt,SESA,8844
Gentry,2008-04-30 14:24:00,09/27,2201,60,Turf or Grass,LL55,8845
GEORGETOWN SCOTT CO MARSHALL FLD,2008-04-30 14:24:00,03/21,5506,100,Asphalt,27K,8846
Gera Leumitz,2008-04-30 14:24:00,06/24,2462,79,Asphalt,EDAJ,8847
Geraardsbergen Overboelare,2008-04-30 14:24:00,03/21,1969,100,Turf or Grass,EBGG,8848
Gerald H Hamer,2008-04-30 14:24:00,09/27,2001,80,Turf or Grass,LL43,8849
Gerald R Ford Intl,2008-04-30 14:24:00,08R/26L,9973,150,Concrete,KGRR,8850
Geraldton,2008-04-30 14:24:00,14/32,3002,98,Gravel,YGEL,8851
GERALDTON GREENSTONE REGIONAL,2008-04-30 14:24:00,08/26,5012,100,Asphalt,CYGQ,8852
Gerhart,2008-04-30 14:24:00,09/27,1351,100,Turf or Grass,19OK,8853
Gerhart,2008-04-30 14:24:00,06/24,1301,75,Turf or Grass,19OK,8854
Gerker Airfield,2008-04-30 14:24:00,09/27,2001,50,Turf or Grass,OH60,8855
GERMACK,2008-04-30 14:24:00,01/19,3264,50,Gravel,7D9,8856
GERMAN OLANO AB,2008-04-30 14:24:00,18/36,10043,164,Asphalt,SKPQ,8857
Germansen Landing,2008-04-30 14:24:00,08/26,2301,40,Gravel,CYGS,8858
Gerrard,2008-04-30 14:24:00,08/26,2301,66,Turf or Grass,AR18,8859
Gerstell Farms,2008-04-30 14:24:00,09/27,2301,90,Turf or Grass,WV15,8860
Gerum Farm,2008-04-30 14:24:00,17/35,2001,60,Turf or Grass,TE36,8861
Getafe,2008-04-30 14:24:00,05R/23L,3092,98,Dirt,LEGT,8862
GETTYSBURG MUNI,2008-04-30 14:24:00,04/22,2696,150,Turf or Grass,0D8,8863
Geyarek (CAMA),2008-04-30 14:24:00,18/36,1401,92,Turf or Grass,WX92,8864
Geyser Ranch,2008-04-30 14:24:00,17/35,4453,60,Dirt,7CL8,8865
Geysir,2008-04-30 14:24:00,06/24,2397,72,Gravel,BIGE,8866
GHADAMES EAST,2008-04-30 14:24:00,06/24,11809,148,Asphalt,HLTD,8867
GHAT,2008-04-30 14:24:00,17/35,11884,148,Asphalt,HLGT,8868
GHAT,2008-04-30 14:24:00,06/24,6610,98,Asphalt,HLGT,8869
GHAZVIN,2008-04-30 14:24:00,10/28,3662,131,Asphalt,OIIK,8870
GHAZVIN AZADI,2008-04-30 14:24:00,10/28,4569,75,Asphalt,OIIA,8871
Gibbons Field,2008-04-30 14:24:00,09/27,1601,100,Turf or Grass,09II,8872
Gibbs Field,2008-04-30 14:24:00,36/18,2101,60,Turf or Grass,03OH,8873
Gibraltar,2008-04-30 14:24:00,09/27,5924,164,Asphalt,LXGB,8874
Gibson Rla,2008-04-30 14:24:00,18/36,2662,80,Turf or Grass,IL65,8875
GIDDINGS LEE CO,2008-04-30 14:24:00,17/35,4013,75,Asphalt,KGYB,8876
GIDEON MEM,2008-04-30 14:24:00,15/33,4508,58,Asphalt,M85,8877
Giffin,2008-04-30 14:24:00,14/32,2001,100,Turf or Grass,3PA4,8878
GIFU,2008-04-30 14:24:00,10/28,8804,150,Concrete,RJNG,8879
GILA BEND AF AUX,2008-04-30 14:24:00,11/29,5225,150,Asphalt,KGBN,8880
GILA RIVER MEMORIAL,2008-04-30 14:24:00,12/30,8484,75,Asphalt,34AZ,8881
Gilbreath Bros Duck Club,2008-04-30 14:24:00,14/32,2484,75,Dirt,CA64,8882
Gilbues,2008-04-30 14:24:00,09/27,3282,47,Concrete,SNGB,8883
Giles,2008-04-30 14:24:00,12/30,5251,40,Dirt,YGLS,8884
Gilgal (MAF),2008-04-30 14:24:00,16/34,1401,75,Turf or Grass,WX93,8885
Gilgandra,2008-04-30 14:24:00,15/33,4208,98,Gravel,YGIL,8886
Gilgenbachs,2008-04-30 14:24:00,09/27,2702,75,Turf or Grass,MY11,8887
GILGIT,2008-04-30 14:24:00,09/27,981,49,Concrete,OPGT,8888
Gillam,2008-04-30 14:24:00,05/23,5003,150,Gravel,CYGX,8889
Gillen,2008-04-30 14:24:00,18/36,2301,70,Turf or Grass,36IS,8890
GILLESPIE FLD,2008-04-30 14:24:00,09L/27R,5331,100,Asphalt,KSEE,8891
GILLESPIE FLD,2008-04-30 14:24:00,17/35,4156,100,Asphalt,KSEE,8892
Gillespie Strip,2008-04-30 14:24:00,17/35,1701,50,Turf or Grass,AR82,8893
GILLETTE CAMPBELL CO,2008-04-30 14:24:00,16/34,7503,150,Concrete,KGCC,8894
Gillmor,2008-04-30 14:24:00,09/27,2502,50,Turf or Grass,01OH,8895
Gilmer,2008-04-30 14:24:00,18/36,2201,67,Turf or Grass,20I,8896
GILMER CO,2008-04-30 14:24:00,03/21,3506,75,Asphalt,49A,8897
Gilmore,2008-04-30 14:24:00,03/21,2872,35,Asphalt,57K,8898
Gilmore,2008-04-30 14:24:00,09/27,2001,200,Turf or Grass,57K,8899
Gilmour Ag Air,2008-04-30 14:24:00,36/18,2502,60,Turf or Grass,OR86,8900
Gilstrap Field,2008-04-30 14:24:00,18/36,1701,60,Turf or Grass,55OK,8901
Gilze Rijen,2008-04-30 14:24:00,02/20,6656,98,Asphalt,EHGR,8902
GIMHAE INTL,2008-04-30 14:24:00,18L/36R,9027,150,Asphalt,RKPK,8903
GIMLI INDUSTRIAL PARK,2008-04-30 14:24:00,15/33,6882,150,Asphalt,CYGM,8904
GIOIA DEL COLLE,2008-04-30 14:24:00,14L/32R,9865,98,Asphalt,LIBV,8905
Girona,2008-04-30 14:24:00,02/20,7877,148,Asphalt,LEGE,8906
GISBORNE,2008-04-30 14:24:00,09/27,3812,197,Turf or Grass,NZGS,8907
GISBORNE,2008-04-30 14:24:00,14L/32R,2514,197,Turf or Grass,NZGS,8908
Gittleson Farms,2008-04-30 14:24:00,18/36,2301,90,Turf or Grass,15IL,8909
Gizo/Nusatope,2008-04-30 14:24:00,33/15,3204,60,Dirt,AGGN,8910
GJADER,2008-04-30 14:24:00,17/35,7232,78,Concrete,LAGJ,8911
GJIROKASTER,2008-04-30 14:24:00,14/32,3854,228,Turf or Grass,LA10,8912
GJOA HAVEN,2008-04-30 14:24:00,13T/31T,4357,100,Gravel,CYHK,8913
Glacier Creek,2008-04-30 14:24:00,11/29,1701,15,Gravel,KGZ,8914
GLACIER PARK INTL,2008-04-30 14:24:00,02/20,8012,150,Asphalt,KGPI,8915
GLADEWATER MUNI,2008-04-30 14:24:00,14/32,3304,75,Asphalt,07F,8916
GLADWIN ZETTEL MEM,2008-04-30 14:24:00,15/33,2501,150,Turf or Grass,KGDW,8917
Glascock,2008-04-30 14:24:00,18/36,2502,50,Turf or Grass,98VA,8918
Glasgow,2008-04-30 14:24:00,09/27,3577,151,Asphalt,EGPF,8919
Glaslyn,2008-04-30 14:24:00,16/34,2602,180,Turf or Grass,CJE5,8920
Glass,2008-04-30 14:24:00,17/35,2301,60,Turf or Grass,TS74,8921
Glass Ranch,2008-04-30 14:24:00,08/26,5203,100,Turf or Grass,74TA,8922
Gleim Field,2008-04-30 14:24:00,09/27,1801,50,Turf or Grass,FD81,8923
Glen Beicker Ranch,2008-04-30 14:24:00,18/36,1951,50,Turf or Grass,83R,8924
Glen Innes,2008-04-30 14:24:00,10/28,5490,98,Gravel,YGLI,8925
Glen-Aspen,2008-04-30 14:24:00,04/22,3166,100,Turf or Grass,7V4,8926
Glenair,2008-04-30 14:24:00,10/28,2201,50,Turf or Grass,MD46,8927
GLENDALE MUNI,2008-04-30 14:24:00,01/19,7110,100,Asphalt,KGEU,8928
Glendambo,2008-04-30 14:24:00,16/34,3399,100,Dirt,YGLD,8929
Glenmar Ranch,2008-04-30 14:24:00,15/33,2602,60,Dirt,UT41,8930
Glenndale,2008-04-30 14:24:00,18/36,2049,110,Turf or Grass,8I3,8931
GLENNS FERRY MUNI,2008-04-30 14:24:00,08/26,3056,60,Asphalt,U89,8932
Glenormiston,2008-04-30 14:24:00,16/34,3406,30,Dirt,YGLO,8933
Glenwood Hall Resort,2008-04-30 14:24:00,17/35,3502,150,Turf or Grass,31KY,8934
GLENWOOD MUNI,2008-04-30 14:24:00,15/33,4500,75,Asphalt,KGHW,8935
GLENWOOD SPRINGS MUNI,2008-04-30 14:24:00,14/32,3419,50,Asphalt,KGWS,8936
Glenwood-Catron County,2008-04-30 14:24:00,01/19,3502,75,Dirt,E94,8937
Glide Aero,2008-04-30 14:24:00,13/31,2301,100,Turf or Grass,17OR,8938
Glidwell Flying Service,2008-04-30 14:24:00,36/18,3202,150,Turf or Grass,MS09,8939
Glinz Farms,2008-04-30 14:24:00,09/27,2752,70,Dirt,29ND,8940
GLOUCESTERSHIRE,2008-04-30 14:24:00,04/22,3213,112,Asphalt,EGBJ,8941
GLOUCESTERSHIRE,2008-04-30 14:24:00,18/36,2546,59,Asphalt,EGBJ,8942
FOX HARBOUR,2008-04-30 14:24:00,15/33,4877,75,Asphalt,CFH4,8943
Foxewood,2008-04-30 14:24:00,16/34,2902,60,Turf or Grass,77WI,8944
Francazal AB,2008-04-30 14:24:00,12/30,5893,148,Asphalt,LFBF,8945
FRANCISCO DE ORELLANA,2008-04-30 14:24:00,15/33,6789,90,Asphalt,SECO,8946
FREDDIE JONES FLD,2008-04-30 14:24:00,18/36,3344,80,Asphalt,70A,8947
Freistadt,2008-04-30 14:24:00,29/11,1313,98,Turf or Grass,LOLF,8948
FRIA,2008-04-30 14:24:00,06/24,5280,131,Asphalt,GUFA,8949
FRIEDMAN MEM,2008-04-30 14:24:00,13/31,6947,100,Asphalt,KSUN,8950
Friends Field,2008-04-30 14:24:00,11/29,2602,60,Turf or Grass,4MO9,8951
Frith,2008-04-30 14:24:00,09/27,2972,150,Turf or Grass,24I,8952
FRONTEIRA,2008-04-30 14:24:00,06/24,5628,98,Asphalt,SBFT,8953
Funafuti Atol Intl,2008-04-30 14:24:00,03/21,5003,100,Concrete,NGFU,8954
G 312,2008-04-30 14:24:00,03/21,1266,40,Concrete,RK16,8955
G 500,2008-04-30 14:24:00,14/32,1935,60,Asphalt,RK20,8956
Gadabout Gaddis,2008-04-30 14:24:00,32/14,2001,200,Turf or Grass,ME08,8957
GALESBURG MUNI,2008-04-30 14:24:00,10/28,3591,100,Asphalt,KGBG,8958
Gallivare,2008-04-30 14:24:00,12/30,5601,148,Asphalt,ESNG,8959
GAMSTON,2008-04-30 14:24:00,03/21,5514,98,Asphalt,EGNE,8960
Garberville,2008-04-30 14:24:00,18/36,3061,75,Asphalt,O16,8961
Gardner,2008-04-30 14:24:00,13/31,1501,50,Turf or Grass,39MO,8962
Garland Brinks,2008-04-30 14:24:00,01/19,2301,200,Turf or Grass,20W,8963
Garrison Dam Recreational Airpark,2008-04-30 14:24:00,11/29,3202,60,Dirt,37N,8964
Gaskins Hilltop,2008-04-30 14:24:00,07/25,1851,90,Turf or Grass,2NK1,8965
General Mitchell Intl,2008-04-30 14:24:00,01L/19R,9697,200,Asphalt,KMKE,8966
GENERAL WM J FOX AFLD,2008-04-30 14:24:00,06/24,7186,150,Asphalt,KWJF,8967
Gensrich,2008-04-30 14:24:00,17/35,2602,60,Turf or Grass,ND20,8968
GEORGE M BRYAN,2008-04-30 14:24:00,18/36,5564,150,Asphalt,KSTF,8969
George Town,2008-04-30 14:24:00,06/24,3282,30,Asphalt,YGTO,8970
Georgetown,2008-04-30 14:24:00,06/24,3779,59,Asphalt,Q61,8971
Gerald R Ford Intl,2008-04-30 14:24:00,08L/26R,4987,100,Concrete,KGRR,8972
Geraldton,2008-04-30 14:24:00,08/26,2947,98,Gravel,YGEL,8973
Gesin Ranches,2008-04-30 14:24:00,16/34,2602,175,Turf or Grass,66F,8974
GETTYSBURG MUNI,2008-04-30 14:24:00,13/31,4396,75,Asphalt,0D8,8975
Gibson,2008-04-30 14:24:00,18/36,1501,120,Turf or Grass,TN68,8976
Giengen Brenz,2008-04-30 14:24:00,17/35,1805,49,Asphalt,EDNG,8977
Gigha Island,2008-04-30 14:24:00,07/25,2363,197,Asphalt,EG44,8978
GILGIT,2008-04-30 14:24:00,07/25,5392,98,Asphalt,OPGT,8979
Giltner,2008-04-30 14:24:00,18/36,1701,50,Turf or Grass,II54,8980
GINO LISA,2008-04-30 14:24:00,16/34,4727,148,Asphalt,LIBF,8981
GLASSCOCK FLD,2008-04-30 14:24:00,13/31,3004,150,Asphalt,4TS8,8982
Glenbrook HLS,2008-04-30 14:24:00,03/21,100,100,Asphalt,YGNB,8983
Gnesta Vangso,2008-04-30 14:24:00,03/21,2067,164,Turf or Grass,ESSZ,8984
GOA,2008-04-30 14:24:00,08/26,11330,148,Asphalt,VAGO,8985
Goat Hill,2008-04-30 14:24:00,36/18,1801,90,Turf or Grass,NJ79,8986
GOBERNADOR CASTELLO,2008-04-30 14:24:00,10/28,8352,148,Asphalt,SAVV,8987
Gobernador Gregores,2008-04-30 14:24:00,09/27,4923,70,Concrete,SAWR,8988
GODERICH,2008-04-30 14:24:00,05/23,1925,80,Turf or Grass,CYGD,8989
GODMAN AAF,2008-04-30 14:24:00,15/33,4891,75,Asphalt,KFTK,8990
GODMAN AAF,2008-04-30 14:24:00,09/27,4987,150,Asphalt,KFTK,8991
Goerger,2008-04-30 14:24:00,08/26,2001,50,Turf or Grass,0NA1,8992
Goering Ranches,2008-04-30 14:24:00,17/35,4303,40,Dirt,50OR,8993
Goetsenhoven,2008-04-30 14:24:00,17/35,2562,98,Asphalt,EBTN,8994
Goetsenhoven,2008-04-30 14:24:00,06/24,2363,98,Asphalt,EBTN,8995
GOGEBIC IRON CO,2008-04-30 14:24:00,09/27,6482,130,Asphalt,KIWD,8996
Goheen,2008-04-30 14:24:00,15/33,2602,50,Turf or Grass,WA05,8997
Goiabeiras,2008-04-30 14:24:00,05/23,5767,148,Asphalt,SBVT,8998
GOLD BEACH MUNI,2008-04-30 14:24:00,16/34,3149,75,Asphalt,4S1,8999
Gold Coast,2008-04-30 14:24:00,17/35,1916,59,Asphalt,YBCG,9000
Golden Field - Yellow Hat,2008-04-30 14:24:00,08/26,2802,45,Dirt,CO61,9001
Golden Grove,2008-04-30 14:24:00,30/12,4985,170,Dirt,YGGE,9002
Golden Land Ranch,2008-04-30 14:24:00,07/25,4053,180,Turf or Grass,30X,9003
GOLDSTONE GTS,2008-04-30 14:24:00,04/22,6188,80,Asphalt,00CA,9004
GOLENIOW,2008-04-30 14:24:00,13/31,8185,197,Asphalt,EPSC,9005
Goloson Intl,2008-04-30 14:24:00,07/25,9864,147,Asphalt,MHLC,9006
Golovin,2008-04-30 14:24:00,02/20,2001,60,Gravel,GLV,9007
GOLOVIN,2008-04-30 14:24:00,02/20,3988,75,Gravel,GLV,9008
GOMEL,2008-04-30 14:24:00,11/29,8403,141,Asphalt,UMGG,9009
GOMEZ NINO APIAY AB,2008-04-30 14:24:00,10/28,8194,164,Asphalt,SKAP,9010
Gong Kedak,2008-04-30 14:24:00,08/26,6588,150,Asphalt,WMGK,9011
GONZALES MUNI,2008-04-30 14:24:00,15/33,3207,50,Asphalt,T20,9012
Good Earth Farm Strip,2008-04-30 14:24:00,36/18,2602,150,Turf or Grass,II73,9013
Good Hill Farm,2008-04-30 14:24:00,36/18,2702,200,Turf or Grass,CT59,9014
Good Neighbor Farm,2008-04-30 14:24:00,02/20,2101,75,Turf or Grass,MD74,9015
Good Pasture,2008-04-30 14:24:00,05/23,2502,30,Turf or Grass,14CO,9016
Goode Field,2008-04-30 14:24:00,18/36,3202,50,Turf or Grass,TX43,9017
Goodenough,2008-04-30 14:24:00,09/27,3302,75,Turf or Grass,83IN,9018
Gooding,2008-04-30 14:24:00,18/36,2001,50,Turf or Grass,MI29,9019
GOODING MUNI,2008-04-30 14:24:00,07/25,4722,75,Asphalt,KGNG,9020
Goodnews,2008-04-30 14:24:00,05/23,2852,80,Gravel,GNU,9021
Goodnights,2008-04-30 14:24:00,07/25,1301,100,Turf or Grass,2NC8,9022
Goodnights Field,2008-04-30 14:24:00,15/33,2602,75,Turf or Grass,4NC8,9023
Goodooga,2008-04-30 14:24:00,12/30,3379,59,Asphalt,YGDA,9024
Goodsoil,2008-04-30 14:24:00,07/25,2952,100,Turf or Grass,CKF4,9025
Goodspeed,2008-04-30 14:24:00,14/32,2121,50,Asphalt,42B,9026
Goolwa,2008-04-30 14:24:00,01/19,3577,49,Asphalt,YGWA,9027
Goondiwindi,2008-04-30 14:24:00,12/30,2613,98,Dirt,YGDI,9028
Goose Bay,2008-04-30 14:24:00,08/26,11051,209,Asphalt,CYYR,9029
Goosefair,2008-04-30 14:24:00,14/32,1601,40,Gravel,ME45,9030
GOPHER GULCH,2008-04-30 14:24:00,17/35,3372,40,Asphalt,OR29,9031
Gopher STOL,2008-04-30 14:24:00,04/22,1201,40,Turf or Grass,WI87,9032
GORAKHPUR,2008-04-30 14:24:00,11/29,8987,150,Asphalt,VEGK,9033
Gorden E Bellah International,2008-04-30 14:24:00,02/20,3202,130,Turf or Grass,8A5,9034
Gorden E Bellah International,2008-04-30 14:24:00,09/27,2001,80,Turf or Grass,8A5,9035
Gordon,2008-04-30 14:24:00,18/36,2201,50,Turf or Grass,2C7,9036
Gordon Brown,2008-04-30 14:24:00,18/36,1801,100,Turf or Grass,5LL5,9037
GORDON MUNI,2008-04-30 14:24:00,11/29,2281,50,Asphalt,KGRN,9038
Gore,2008-04-30 14:24:00,06/24,2043,200,Turf or Grass,NZGC,9039
Gore,2008-04-30 14:24:00,30/12,1775,200,Turf or Grass,NZGC,9040
Gore,2008-04-30 14:24:00,09/27,1981,75,Turf or Grass,NZGC,9041
GORE BAY MANITOULIN,2008-04-30 14:24:00,11/29,4836,100,Asphalt,CYZE,9042
Gorizia,2008-04-30 14:24:00,04/22,2922,197,Turf or Grass,LIPG,9043
Gorman,2008-04-30 14:24:00,16/34,2576,50,Dirt,OI60,9044
Gormanston (closed),2008-04-30 14:24:00,17/35,2398,90,Turf or Grass,EIGM,9045
Goroka,2008-04-30 14:24:00,17L/35R,4130,59,Asphalt,AYGA,9046
Gorontalo Jalaluddin,2008-04-30 14:24:00,09/27,7399,100,Asphalt,WAMG,9047
Goshen International,2008-04-30 14:24:00,07/25,2802,40,Turf or Grass,OH66,9048
GOSHEN MUNI,2008-04-30 14:24:00,09/27,4987,75,Asphalt,KGSH,9049
GOSHUTE,2008-04-30 14:24:00,01/19,3502,45,Asphalt,UT65,9050
Gosney,2008-04-30 14:24:00,14/32,4603,100,Turf or Grass,78V,9051
Gospel Ranch,2008-04-30 14:24:00,11/29,2902,70,Turf or Grass,MN52,9052
Goteborg Save,2008-04-30 14:24:00,04/22,2852,98,Asphalt,ESGP,9053
Gotene Brannebrona,2008-04-30 14:24:00,30/12,2133,164,Turf or Grass,ESGN,9054
Goulburn,2008-04-30 14:24:00,08/26,2225,98,Dirt,YGLB,9055
GOULD PETERSON MUNI,2008-04-30 14:24:00,18/36,3779,60,Concrete,K57,9056
Graaff Reinet,2008-04-30 14:24:00,02/20,4187,75,Asphalt,FAGR,9057
Grabhorns,2008-04-30 14:24:00,16/34,1801,80,Turf or Grass,8OR6,9058
Graces Landing,2008-04-30 14:24:00,09/27,2802,100,Turf or Grass,NY48,9059
GRACIOSA,2008-04-30 14:24:00,09/27,4543,98,Concrete,LPGR,9060
GRAF IGNATIEVO,2008-04-30 14:24:00,08/26,9792,270,Asphalt,LB21,9061
GRAF IGNATIEVO SOUTH,2008-04-30 14:24:00,10/28,1210,77,Asphalt,LB39,9062
GRAFENWOHR AAF,2008-04-30 14:24:00,14/32,3295,73,Asphalt,ETIC,9063
GRAGG WADE FLD,2008-04-30 14:24:00,08/26,4001,100,Asphalt,02A,9064
Graham Field,2008-04-30 14:24:00,17/35,2101,40,Turf or Grass,XS31,9065
Graham Field,2008-04-30 14:24:00,13/31,2237,36,Concrete,XS31,9066
Graham Landing Strip - Moore Haven,2008-04-30 14:24:00,36/18,3802,100,Turf or Grass,FL40,9067
GRAHAM MUNI,2008-04-30 14:24:00,03/21,4204,75,Asphalt,KRPH,9068
Graham USFS,2008-04-30 14:24:00,18/36,2902,50,Turf or Grass,U45,9069
Grahams Landing,2008-04-30 14:24:00,10/28,2101,75,Turf or Grass,OH81,9070
Grahamstown,2008-04-30 14:24:00,16/34,3972,49,Asphalt,FAGT,9071
Grahamstown,2008-04-30 14:24:00,04/22,3838,131,Turf or Grass,FAGT,9072
Granada Armilla,2008-04-30 14:24:00,18/36,4259,98,Asphalt,LEGA,9073
Granatir,2008-04-30 14:24:00,07/25,1601,60,Turf or Grass,89OH,9074
GRANBY GRAND CO,2008-04-30 14:24:00,09/27,5083,70,Asphalt,KGNB,9075
Granby Sports Park,2008-04-30 14:24:00,09/27,1801,15,Dirt,CO86,9076
Grand Bahama Aux AF,2008-04-30 14:24:00,05/23,7205,150,Concrete,MYGM,9077
Grand Canyon Bar Ten Airstrip,2008-04-30 14:24:00,16/34,4603,40,Dirt,1Z1,9078
Grand Canyon Caverns,2008-04-30 14:24:00,05/23,5103,45,Dirt,L37,9079
Grand Central,2008-04-30 14:24:00,17/35,6008,75,Asphalt,FAGC,9080
GRAND FORKS INTL,2008-04-30 14:24:00,17R/35L,7349,150,Asphalt,KGFK,9081
GRAND FORKS INTL,2008-04-30 14:24:00,17L/35R,3899,75,Concrete,KGFK,9082
Grand Garden,2008-04-30 14:24:00,18/36,1149,99,Dirt,VTY1,9083
Grand Geneva Resort,2008-04-30 14:24:00,05/23,3825,75,Asphalt,C02,9084
GRAND HAVEN MEM AIRPARK,2008-04-30 14:24:00,09/27,3742,75,Asphalt,3GM,9085
Grand Marais,2008-04-30 14:24:00,14/32,2802,100,Turf or Grass,Y98,9086
GRAND PRAIRIE MUNI,2008-04-30 14:24:00,17/35,4012,75,Concrete,KGPM,9087
Grand Pre Farm,2008-04-30 14:24:00,06/24,1801,30,Turf or Grass,8VA1,9088
GRAND RAPIDS ITASCA CO GORDON NEWSTROM,2008-04-30 14:24:00,16/34,5755,100,Asphalt,KGPZ,9089
GRAND RAPIDS ITASCA CO GORDON NEWSTROM,2008-04-30 14:24:00,10/28,1446,150,Turf or Grass,KGPZ,9090
FRITZLAR,2008-04-30 14:24:00,12/30,3433,98,Asphalt,ETHF,9091
Frog Hollow Farm,2008-04-30 14:24:00,02/20,2001,60,Turf or Grass,45VA,9092
FRONT RANGE,2008-04-30 14:24:00,17/35,8010,100,Asphalt,KFTG,9093
Frosinone,2008-04-30 14:24:00,34/16,4697,131,Dirt,LIRH,9094
Fry Rla,2008-04-30 14:24:00,36/18,2001,70,Turf or Grass,7H7,9095
Fuerstenwalde,2008-04-30 14:24:00,11/29,2626,131,Turf or Grass,EDAL,9096
Full Sutton,2008-04-30 14:24:00,04/22,2534,66,Asphalt,EGNU,9097
Fulton,2008-04-30 14:24:00,09/27,2702,60,Asphalt,1M7,9098
FULTON CO,2008-04-30 14:24:00,10/28,3992,75,Asphalt,KUSE,9099
FULTON CO ARPT BROWN FLD,2008-04-30 14:24:00,08/26,5784,100,Asphalt,KFTY,9100
Funk Aerodrome,2008-04-30 14:24:00,18/36,2251,75,Turf or Grass,8WI6,9101
G 218,2008-04-30 14:24:00,14/32,1698,70,Turf or Grass,RK27,9102
G 228,2008-04-30 14:24:00,18/36,1926,62,Asphalt,RK38,9103
G 238,2008-04-30 14:24:00,03/21,1264,70,Dirt,RK36,9104
G 418,2008-04-30 14:24:00,08/26,1055,50,Dirt,RK33,9105
G 501,2008-04-30 14:24:00,02R/20L,1901,75,Asphalt,RK52,9106
G 510,2008-04-30 14:24:00,10L/28R,5297,98,Concrete,RKRN,9107
G 536,2008-04-30 14:24:00,11R/29L,1474,105,Concrete,RKUL,9108
G 712,2008-04-30 14:24:00,15/33,1747,60,Dirt,RK60,9109
G W Flanders Ranch Strip,2008-04-30 14:24:00,14/32,4003,60,Dirt,CO54,9110
GACHSARAN,2008-04-30 14:24:00,12/30,6064,148,Asphalt,OIAH,9111
GADING WONOSARI,2008-04-30 14:24:00,10/28,3960,145,Asphalt,WI1G,9112
